24.026574, -0.397533, 14.259895, 5.821594, 
-6.960244, -2.618230, 15.785444, 18.372457, 
10.386434, 0.707040, 0.455613, 14.240137, 
10.386434, 0.707040, 0.455613, 14.240137, 
15.489298, -11.592084, -7.064055, 19.832227, 
15.489298, -11.592084, -7.064055, 19.832227, 
15.489298, -11.592084, -7.064055, 19.832227, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-8.210177, -5.659413, 11.144984, 14.775132, 
-0.801318, 2.438279, -1.236774, 6.758002, 
-0.801318, 2.438279, -1.236774, 6.758002, 
-2.626710, -0.686257, 3.597679, 6.131344, 
-2.626710, -0.686257, 3.597679, 6.131344, 
-2.153115, 1.241394, 1.291227, 5.209589, 
-2.153115, 1.241394, 1.291227, 5.209589, 
-2.153115, 1.241394, 1.291227, 5.209589, 
-2.153115, 1.241394, 1.291227, 5.209589, 
-2.227910, 1.193571, 1.458521, 5.086048, 
-2.227910, 1.193571, 1.458521, 5.086048, 
-1.124443, 0.711689, 1.301806, 6.375954, 
-1.124443, 0.711689, 1.301806, 6.375954, 
-1.080992, 0.555504, 1.317772, 6.307705, 
-1.080992, 0.555504, 1.317772, 6.307705, 
-1.080992, 0.555504, 1.317772, 6.307705, 
-1.080992, 0.555504, 1.317772, 6.307705, 
-1.080992, 0.555504, 1.317772, 6.307705, 
-1.080992, 0.555504, 1.317772, 6.307705, 
-0.980390, 0.755275, 1.064426, 5.221322, 
-0.980390, 0.755275, 1.064426, 5.221322, 
-0.980390, 0.755275, 1.064426, 5.221322, 
-0.697272, 1.256393, 0.677816, 4.306343, 
-0.353729, 1.699028, 0.588795, 3.806806, 
-0.353729, 1.699028, 0.588795, 3.806806, 
-0.353729, 1.699028, 0.588795, 3.806806, 
-0.687998, 0.970977, 1.093441, 4.384322, 
-0.687998, 0.970977, 1.093441, 4.384322, 
-0.183091, 0.857850, 1.255071, 4.112809, 
-0.055426, 1.569932, 1.020559, 4.258188, 
-0.055426, 1.569932, 1.020559, 4.258188, 
-0.055426, 1.569932, 1.020559, 4.258188, 
-0.055426, 1.569932, 1.020559, 4.258188, 
0.239578, 1.750242, 1.058268, 4.365209, 
0.193595, 1.769371, 1.176716, 4.672900, 
0.193595, 1.769371, 1.176716, 4.672900, 
0.193595, 1.769371, 1.176716, 4.672900, 
0.499419, 1.609742, 1.183039, 4.349895, 
0.499419, 1.609742, 1.183039, 4.349895, 
0.915986, 1.490512, 1.218708, 4.266008, 
0.998741, 1.599444, 1.338535, 4.241634, 
0.998741, 1.599444, 1.338535, 4.241634, 
0.998741, 1.599444, 1.338535, 4.241634, 
0.998741, 1.599444, 1.338535, 4.241634, 
0.860784, 1.837453, 1.351557, 4.364021, 
0.860784, 1.837453, 1.351557, 4.364021, 
