0.000000, 5.000000, 
-0.000393, 4.999607, 
-0.186572, 4.338513, 
0.301116, 3.532736, 
0.308950, 2.730494, 
0.308950, 2.730494, 
-0.530646, 1.012776, 
-0.530646, 1.012776, 
-0.530646, 1.012776, 
-0.386827, 1.187569, 
-0.386827, 1.187569, 
-0.113221, 1.146514, 
-0.113221, 1.146514, 
-0.113221, 1.146514, 
0.088077, 1.006787, 
0.088077, 1.006787, 
0.088077, 1.006787, 
0.088077, 1.006787, 
0.114691, 1.058693, 
0.068672, 1.053400, 
0.002152, 1.037131, 
0.041096, 1.008102, 
-0.007915, 1.008488, 
0.047939, 1.052433, 
-0.026016, 1.057538, 
-0.002786, 1.057924, 
0.011417, 1.067906, 
-0.010215, 1.069103, 
-0.010215, 1.069103, 
0.033562, 1.042231, 
0.006825, 1.036794, 
0.026554, 1.041916, 
0.022332, 1.043050, 
0.022332, 1.043050, 
0.022332, 1.043050, 
0.022332, 1.043050, 
0.022332, 1.043050, 
0.006634, 1.017688, 
0.006634, 1.017688, 
0.050768, 1.035119, 
-0.014440, 1.029787, 
0.044326, 1.030064, 
0.044326, 1.030064, 
0.044326, 1.030064, 
0.044326, 1.030064, 
0.037532, 1.020679, 
0.007117, 1.050245, 
0.003386, 1.039222, 
-0.005513, 1.040416, 
0.030964, 1.021989, 
0.041458, 1.024393, 
-0.016473, 1.040808, 
0.016838, 1.020385, 
-0.003893, 1.025335, 
0.003564, 1.040165, 
0.003564, 1.040165, 
0.020959, 1.052364, 
0.020959, 1.052364, 
0.007559, 1.031167, 
0.016743, 1.036885, 
0.041657, 1.021024, 
0.030266, 1.061859, 
0.022431, 1.039360, 
0.022431, 1.039360, 
0.001946, 1.030636, 
0.023632, 1.023926, 
0.054319, 1.036824, 
0.037970, 1.034507, 
0.021846, 1.023116, 
0.008830, 1.037969, 
0.008830, 1.037969, 
0.000016, 1.052947, 
0.000016, 1.052947, 
-0.033915, 1.000263, 
0.006080, 1.027484, 
-0.029643, 1.042650, 
0.023623, 1.026218, 
0.023623, 1.026218, 
0.023623, 1.026218, 
0.013570, 1.029646, 
0.013570, 1.029646, 
