0.000000, 5.000000, 
-0.000307, 4.999693, 
-0.194048, 4.311010, 
-0.340075, 3.389714, 
0.135737, 2.534506, 
0.477474, 1.818502, 
0.477474, 1.818502, 
0.477474, 1.818502, 
-0.161283, 1.207882, 
-0.161283, 1.207882, 
-0.161283, 1.207882, 
-0.161283, 1.207882, 
-0.161283, 1.207882, 
-0.054506, 0.982662, 
0.083835, 1.069561, 
0.002581, 1.066297, 
0.010240, 1.065935, 
0.010240, 1.065935, 
0.041283, 1.040669, 
0.043597, 1.054599, 
0.043597, 1.054599, 
0.011608, 1.046221, 
0.017439, 1.035821, 
0.049135, 1.038411, 
0.008098, 1.028553, 
0.008098, 1.028553, 
-0.013164, 1.013490, 
0.006970, 1.019309, 
0.011608, 1.018229, 
-0.001135, 1.032604, 
-0.001135, 1.032604, 
-0.001135, 1.032604, 
0.037743, 1.027967, 
0.037743, 1.027967, 
0.005864, 1.019666, 
0.005864, 1.019666, 
0.005864, 1.019666, 
0.005864, 1.019666, 
0.005864, 1.019666, 
0.056130, 1.021306, 
0.044806, 1.042337, 
0.025276, 1.033295, 
0.025276, 1.033295, 
0.016459, 1.015302, 
0.016459, 1.015302, 
0.040007, 1.038259, 
0.040007, 1.038259, 
0.041849, 1.014685, 
0.041849, 1.014685, 
0.040538, 1.018839, 
0.040538, 1.018839, 
0.028344, 1.056209, 
0.028549, 1.050478, 
0.009375, 1.032595, 
0.024516, 1.028236, 
0.018739, 1.032319, 
0.018739, 1.032319, 
0.010850, 1.014970, 
0.017599, 1.012707, 
0.037771, 1.038753, 
0.054680, 1.031386, 
-0.010481, 1.011669, 
0.031132, 1.036687, 
0.031921, 1.020173, 
0.051540, 1.020388, 
0.039323, 1.018645, 
0.039323, 1.018645, 
0.009181, 1.017048, 
-0.004600, 1.025342, 
0.005277, 1.014264, 
0.052006, 1.046098, 
-0.024545, 1.026884, 
-0.015111, 1.018177, 
-0.015111, 1.018177, 
-0.015111, 1.018177, 
-0.020872, 1.062753, 
0.030740, 1.015236, 
0.009182, 1.019079, 
0.009182, 1.019079, 
0.009182, 1.019079, 
0.032237, 1.026443, 
-0.004554, 1.023480, 
0.005966, 1.019170, 
0.043938, 1.029001, 
0.018371, 1.026372, 
0.018371, 1.026372, 
0.001558, 1.026970, 
0.038334, 1.043900, 
0.034090, 1.010750, 
